,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0,0,2019-05-15 14:12:56.384559,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
1,,0,1,2019-05-15 14:12:56.384559,Pompe Funebri | Servizi Funebri Completi | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
2,,0,2,2019-05-15 14:12:56.384559,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
3,,0,3,2019-05-15 14:12:56.384559,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
4,,0,0,2019-05-15 14:12:56.384559,Onoranze funebri Parodi | Funerale in Valbormida‎,ADS B,44.307208_8.482031,Pompe funebri,No ADS,No ADS,No ADS,to be implemented
5,,0,0,2019-05-15 14:13:47.435379,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
6,,0,1,2019-05-15 14:13:47.435379,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
7,,0,2,2019-05-15 14:13:47.435379,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
8,,0,3,2019-05-15 14:13:47.435379,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
9,,0,0,2019-05-15 14:14:29.962328,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
10,,0,1,2019-05-15 14:14:29.962328,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
11,,0,2,2019-05-15 14:14:29.962328,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
12,,0,3,2019-05-15 14:14:29.962328,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
13,,0,0,2019-05-15 14:14:29.962328,Onoranze funebri Parodi | Funerale in Valbormida‎,ADS B,44.307208_8.482031,Pompe funebri,No ADS,No ADS,No ADS,to be implemented
14,,0,0,2019-05-15 14:15:19.031071,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
15,,0,1,2019-05-15 14:15:19.031071,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
16,,0,2,2019-05-15 14:15:19.031071,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
17,,0,3,2019-05-15 14:15:19.031071,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
18,,0,0,2019-05-15 14:16:00.803738,Pompe Funebri | Del Buono‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
19,,0,1,2019-05-15 14:16:00.803738,Pompe Funebri | Servizi Funebri Completi | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
20,,0,2,2019-05-15 14:16:00.803738,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
21,,0,3,2019-05-15 14:16:00.803738,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
22,,0,0,2019-05-15 14:16:42.350032,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
23,,0,1,2019-05-15 14:16:42.350032,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
24,,0,2,2019-05-15 14:16:42.350032,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
25,,0,3,2019-05-15 14:16:42.350032,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
26,,0,0,2019-05-15 14:16:42.350032,Onoranze funebri Parodi | Funerale in Valbormida‎,ADS B,44.307208_8.482031,Pompe funebri,No ADS,No ADS,No ADS,to be implemented
27,,0,0,2019-05-15 14:17:32.959645,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
28,,0,1,2019-05-15 14:17:32.959645,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
29,,0,2,2019-05-15 14:17:32.959645,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
30,,0,3,2019-05-15 14:17:32.959645,Onoranze Funebri | Pompe Funebri Liguri | Al Vostro Servizio dal 1998‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
31,,0,0,2019-05-15 14:18:14.488441,Pompe Funebri | Del Buono | pompefunebridelbuono.com‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
32,,0,1,2019-05-15 14:18:14.488441,Pompe Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
33,,0,2,2019-05-15 14:18:14.488441,Pompe Funebri | Onoranze Funebri Ferro | pompefunebriferrovarazze.it‎,ADS A,44.307208_8.482031,Pompe funebri,False,False,False,to be implemented
34,,0,3,2019-05-15 14:18:14.488441,Funerali Completi | Pompe Funebri Liguri | Onoranze Funebri‎,ADS A,44.307208_8.482031,Pompe funebri,True,True,True,to be implemented
