,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0,0,06/11/19 01:19:00,La Generale Pompe Funebri | A Genova da Oltre 40 Anni‎,ADS A,44.393906_8.958207,pompe funebri genova,False,False,False,to be implemented
1,,0,1,06/11/19 01:19:00,Impresa di Pompe Funebri | Ferrari a Genova | ferrarifuneral.it‎,ADS A,44.393906_8.958207,pompe funebri genova,False,False,False,to be implemented
2,,0,2,06/11/19 01:19:00,Pompe Funebri Genova | Barletta e Granello | Cerimonie Funebri‎,ADS A,44.393906_8.958207,pompe funebri genova,False,False,False,to be implemented
3,,0,3,06/11/19 01:19:00,Pompe Funebri Genova | A.Se.f. a Genova | asef.it‎,ADS A,44.393906_8.958207,pompe funebri genova,True,True,True,to be implemented
4,,0,0,06/11/19 01:19:00,Onoranze Funebri Gianelli | con umanità affianco a voi‎,ADS B,44.393906_8.958207,pompe funebri genova,True,True,No ADS,to be implemented
5,,0,0,06/11/19 01:21:18,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS A,44.393906_8.958207,pompe funebri genova,False,False,False,to be implemented
6,,0,1,06/11/19 01:21:18,Impresa di Pompe Funebri | Ferrari a Genova | ferrarifuneral.it‎,ADS A,44.393906_8.958207,pompe funebri genova,False,False,False,to be implemented
7,,0,2,06/11/19 01:21:18,Onoranze Funebri a Genova | Barletta e Granello‎,ADS A,44.393906_8.958207,pompe funebri genova,True,True,True,to be implemented
8,,0,0,06/11/19 01:21:18,Onoranze Funebri Gianelli | con umanità affianco a voi‎,ADS B,44.393906_8.958207,pompe funebri genova,True,True,No ADS,to be implemented
