,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0,0,06/11/19 00:44:57,Onoranze Funebri | Pompe Funebri Liguri‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
1,,0,1,06/11/19 00:44:57,Onoranze Funebri Savona | Socrem Apeiron | socremapeiron.it‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
2,,0,2,06/11/19 00:44:57,Pompe Funebri Savona | La Savonese‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
3,,0,3,06/11/19 00:44:57,Organizzazione Funerali | Pompe Funebri La Valbormida‎,ADS A,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
4,,0,0,06/11/19 00:44:57,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS B,44.393906_8.958207,pompe funebri savona,True,No ADS,True,to be implemented
5,,0,0,06/11/19 00:47:15,Onoranze Funebri | Pompe Funebri Liguri‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
6,,0,1,06/11/19 00:47:15,Onoranze Funebri Savona | Socrem Apeiron | socremapeiron.it‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
7,,0,2,06/11/19 00:47:15,Organizzazione Funerali | Pompe Funebri La Valbormida‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
8,,0,3,06/11/19 00:47:15,Pompe Funebri Savona | La Savonese‎,ADS A,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
9,,0,0,06/11/19 00:47:15,Pompe Funebri a Genova | Serietà e Competenza‎,ADS B,44.393906_8.958207,pompe funebri savona,True,No ADS,True,to be implemented
10,,0,0,06/11/19 00:49:32,Onoranze Funebri | Pompe Funebri Liguri‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
11,,0,1,06/11/19 00:49:32,Onoranze Funebri Savona | Socrem Apeiron | socremapeiron.it‎,ADS A,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
12,,0,2,06/11/19 00:49:32,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS A,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
13,,0,0,06/11/19 00:49:32,Organizzazione Funerali | Pompe Funebri La Valbormida‎,ADS B,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
14,,0,1,06/11/19 00:49:32,Pompe Funebri Savona | La Savonese‎,ADS B,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
15,,0,0,06/11/19 00:51:49,Onoranze Funebri Savona | Socrem Apeiron | socremapeiron.it‎,ADS A,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
16,,0,0,06/11/19 00:51:49,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.393906_8.958207,pompe funebri savona,False,No ADS,False,to be implemented
17,,0,1,06/11/19 00:51:49,Onoranze Funebri La Valbormida | Carcare e Cairo Montenotte‎,ADS B,44.393906_8.958207,pompe funebri savona,False,No ADS,False,to be implemented
18,,0,2,06/11/19 00:51:49,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS B,44.393906_8.958207,pompe funebri savona,True,No ADS,True,to be implemented
19,,0,0,06/11/19 00:54:07,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
20,,0,1,06/11/19 00:54:07,Onoranze Funebri Savona | Socrem Apeiron‎,ADS B,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
21,,0,2,06/11/19 00:54:07,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS B,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
22,,0,0,06/11/19 00:56:16,Onoranze Funebri Savona | Socrem Apeiron | socremapeiron.it‎,ADS A,44.393906_8.958207,pompe funebri savona,No ADS,True,True,to be implemented
23,,0,0,06/11/19 00:56:16,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
24,,0,1,06/11/19 00:56:16,Esperienza da più di 40 anni | La Generale Pompe Funebri‎,ADS B,44.393906_8.958207,pompe funebri savona,False,False,False,to be implemented
25,,0,2,06/11/19 00:56:16,Onoranze Funebri La Valbormida | Carcare e Cairo Montenotte‎,ADS B,44.393906_8.958207,pompe funebri savona,True,True,True,to be implemented
