,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0,0,01/12/19 16:25:33,"<span class=""pcbdac"">Onoranze funebri Parodi | Funerale in Valbormida‎</span>",ADS B,44.307208_8.482031,onoranze funebri,,,,to be implemented
1,,,,01/12/19 16:27:42,Not Available,NO ADS BOXES,D_e,onoranze funebri,,,,to be implemented
2,,0,0,01/12/19 16:31:44,"<span class=""pcbdac"">Onoranze funebri Parodi | Funerale in Valbormida‎</span>",ADS B,44.307208_8.482031,onoranze funebri,,,,to be implemented
3,,0,0,01/12/19 16:33:53,"<span class=""pcbdac"">Onoranze funebri Parodi | Funerale in Valbormida‎</span>",ADS B,44.307208_8.482031,onoranze funebri,,,,to be implemented
