,index,alpha,n. in session,datetime,website title,kind,location (coordinates),query,presence at 5 km,presence at 10 km,presence at 20 km,location (name)
0,,0,0,31/07/19 01:28:10,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,False,False,0.0,to be implemented
1,,0,1,31/07/19 01:28:10,Onoranze Funebri | Rosario Reale | rosariorealeonoranzefunebri.com‎,ADS A,44.306276_8.481562,onoranze funebri,True,True,1.0,to be implemented
2,,0,0,31/07/19 01:28:10,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,True,True,1.0,to be implemented
3,,0,0,31/07/19 01:30:30,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,False,No ADS,0.0,to be implemented
4,,0,1,31/07/19 01:30:30,Onoranze Funebri | Rosario Reale | rosariorealeonoranzefunebri.com‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
5,,0,0,31/07/19 01:30:30,Onoranze funebri valbormida | Reperibilità 24 ore su 24‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
6,,0,1,31/07/19 01:30:30,Funerali Completi | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,True,1.0,to be implemented
7,,0,0,31/07/19 01:32:49,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,False,No ADS,0.0,to be implemented
8,,0,1,31/07/19 01:32:49,Onoranze Funebri | Rosario Reale | rosariorealeonoranzefunebri.com‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
9,,0,0,31/07/19 01:32:49,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,False,False,0.0,to be implemented
10,,0,1,31/07/19 01:32:49,Onoranze funebri valbormida | Reperibilità 24 ore su 24‎,ADS B,44.306276_8.481562,onoranze funebri,True,True,1.0,to be implemented
11,,0,0,31/07/19 01:35:09,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
12,,0,0,31/07/19 01:35:09,Onoranze Funebri | Rosario Reale‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
13,,0,1,31/07/19 01:35:09,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
14,,0,2,31/07/19 01:35:09,Onoranze funebri Parodi | Funerale in Valbormida‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,True,1.0,to be implemented
15,,0,0,31/07/19 01:37:31,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
16,,0,0,31/07/19 01:37:31,Onoranze Funebri | Rosario Reale‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
17,,0,1,31/07/19 01:37:31,Funerali Completi | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,True,1.0,to be implemented
18,,0,0,31/07/19 01:39:51,Onoranze Funebri | Ofac a Spotorno‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
19,,0,1,31/07/19 01:39:51,Onoranze Funebri | Rosario Reale‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
20,,0,2,31/07/19 01:39:51,Funerali Completi | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,True,1.0,to be implemented
21,,0,0,31/07/19 01:42:02,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
22,,0,0,31/07/19 01:42:02,Onoranze Funebri | Rosario Reale‎,ADS B,44.306276_8.481562,onoranze funebri,False,False,0.0,to be implemented
23,,0,1,31/07/19 01:42:02,Funerali Completi | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,True,True,1.0,to be implemented
24,,0,0,31/07/19 01:44:22,Onoranze Funebri | Ofac a Spotorno | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,True,No ADS,1.0,to be implemented
25,,0,0,31/07/19 01:44:22,Onoranze Funebri | Rosario Reale‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,False,0.0,to be implemented
26,,0,1,31/07/19 01:44:22,Funerali Completi | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,No ADS,True,1.0,to be implemented
27,,0,0,31/07/19 02:44:41,Onoranze Funebri | Servizi Funebri Completi | pompefunebriofac.it‎,ADS A,44.306276_8.481562,onoranze funebri,False,False,False,to be implemented
28,,0,1,31/07/19 02:44:41,Onoranze Funebri | Rosario Reale | rosariorealeonoranzefunebri.com‎,ADS A,44.306276_8.481562,onoranze funebri,True,True,True,to be implemented
29,,0,0,31/07/19 02:44:41,Onoranze Funebri | Pompe Funebri Liguri‎,ADS B,44.306276_8.481562,onoranze funebri,False,False,No ADS,to be implemented
30,,0,1,31/07/19 02:44:41,Onoranze funebri Parodi | Funerale in Valbormida‎,ADS B,44.306276_8.481562,onoranze funebri,True,True,No ADS,to be implemented
